202-10-14200-10191;AA0191;34;23 50 28;38 08 18;65;35;AGIOS STEFANOS
202-10-14200-20191;AA0192;34;23 50 28;38 08 18;65;35;AGIOS STEFANOS
202-10-14200-30191;AA0193;34;23 50 28;38 08 18;65;35;AGIOS STEFANOS
202-10-14200-40191;AA0194;34;23 50 28;38 08 18;65;35;AGIOS STEFANOS
202-10-14200-50191;AA0195;34;23 50 28;38 08 18;65;35;AGIOS STEFANOS
202-10-15000-10201;AA0201;34;23 21 43;37 59 51;65;35;MEGARA
202-10-15000-20201;AA0202;34;23 21 43;37 59 51;65;35;MEGARA
202-10-15000-30201;AA0203;34;23 21 43;37 59 51;65;35;MEGARA
202-10-15000-40201;AA0204;34;23 21 43;37 59 51;65;35;MEGARA
202-10-15000-50201;AA0205;34;23 21 43;37 59 51;65;35;MEGARA
202-10-10300-20211;AA0212;34;23 44 27;38 14 51;65;35;AVLONAS
202-10-10300-30211;AA0213;34;23 44 27;38 14 51;65;35;AVLONAS
202-10-10300-40211;AA0214;34;23 44 27;38 14 51;65;35;AVLONAS
202-10-10110-10221;AA0221;34;23 56 38;38 11 37;65;35;GRAMMATIKO
202-10-10110-20221;AA0222;34;23 56 38;38 11 37;65;35;GRAMMATIKO
202-10-10110-30221;AA0223;34;23 56 38;38 11 37;65;35;GRAMMATIKO
202-10-10110-40221;AA0227;34;23 56 38;38 11 37;0;35;GRAMMATIKO
202-10-10110-10241;AA0241;34;23 49 45;38 11 59;65;35;AFIDNES
202-10-10110-20241;AA0242;34;23 49 45;38 11 59;65;35;AFIDNES
202-10-10110-20347;AA0246;34;23 49 45;38 11 59;65;35;AFIDNES
202-10-10100-10251;AA0251;34;23 52 19;37 53 31;66;35;KOROPI
202-10-10100-20251;AA0252;34;23 52 19;37 53 31;65;35;KOROPI
202-10-10100-00405;AA0254;34;23 52 19;37 53 31;66;35;KOROPI
202-10-10100-00406;AA0255;34;23 52 19;37 53 31;65;35;KOROPI
202-10-10100-10261;AA0261;34;23 53 45;37 58 06;65;35;SPATA
202-10-10100-20261;AA0262;34;23 53 45;37 58 06;65;35;SPATA
202-10-10100-40261;AA0264;34;23 53 45;37 58 06;65;35;SPATA
202-10-10100-50261;AA0265;34;23 53 45;37 58 06;65;35;SPATA
202-10-10100-60261;AA0266;34;23 53 45;37 58 06;66;35;SPATA
202-10-10100-10271;AA0271;34;23 52 40;37 53 17;65;35;KOROPI INDUSTRIAL
202-10-10100-20271;AA0272;34;23 52 40;37 53 17;65;35;KOROPI INDUSTRIAL
202-10-10100-40271;AA0274;34;23 52 40;37 53 17;65;35;KOROPI INDUSTRIAL
202-10-10100-50271;AA0275;34;23 52 40;37 53 17;65;35;KOROPI INDUSTRIAL
202-10-15000-10281;AA0281;34;23 31 59;37 43 32;65;35;AG. MARINA
202-10-15000-20281;AA0282;34;23 31 59;37 43 32;65;35;AG. MARINA
202-10-15000-50281;AA0285;34;23 31 59;37 43 32;65;35;AG. MARINA
202-10-10110-10291;AA0291;34;24 03 24;37 42 25;68;35;LAVRIO
202-10-10110-20291;AA0292;34;24 03 24;37 42 25;68;35;LAVRIO
202-10-10110-30291;AA0293;34;24 03 24;37 42 25;68;35;LAVRIO
202-10-10110-40294;AA0294;34;24 03 24;37 42 25;68;35;LAVRIO
202-10-10110-60294;AA0296;34;24 03 24;37 42 25;68;35;LAVRIO
202-10-10100-10301;AA0301;34;23 56 07;37 44 40;66;35;ANAVISSOS
202-10-10100-20301;AA0302;34;23 56 07;37 44 40;66;35;ANAVISSOS
202-10-10100-00468;AA0304;34;23 56 07;37 44 40;66;35;ANAVISSOS
202-10-10100-00469;AA0305;34;23 56 07;37 44 40;66;35;ANAVISSOS
202-10-10300-10311;AA0311;34;23 52 46;38 17 06;65;35;KALAMOS
202-10-10300-20311;AA0312;34;23 52 46;38 17 06;65;35;KALAMOS
202-10-10300-30311;AA0313;34;23 52 46;38 17 06;65;35;KALAMOS
202-10-10300-40311;AA0314;34;23 52 46;38 17 06;65;35;KALAMOS
202-10-10300-60311;AA0316;34;23 52 46;38 17 06;65;35;KALAMOS
202-10-10110-10321;AA0321;34;24 02 30;37 50 54;66;35;KAKIA THALASSA
202-10-10110-20321;AA0322;34;24 02 30;37 50 54;60;35;KAKIA THALASSA
202-10-10110-30321;AA0323;34;24 02 30;37 50 54;60;35;KAKIA THALASSA
202-10-10110-40924;AA0324;34;24 02 30;37 50 54;66;35;KAKIA THALASSA
202-10-10110-60924;AA0326;34;24 02 30;37 50 54;60;35;KAKIA THALASSA
202-10-10100-10331;AA0331;34;23 54 57;37 52 36;65;35;MARKOPOULO
202-10-10100-00470;AA0334;34;23 54 57;37 52 36;65;35;MARKOPOULO
202-10-10100-10341;AA0341;34;23 57 28;37 56 41;65;35;AIA BLD 33
202-10-10100-20341;AA0342;34;23 57 28;37 56 41;65;35;AIA BLD 33
202-10-15000-10351;AA0351;34;23 19 11;37 58 56;65;35;MEGARA CITY
202-10-15000-20351;AA0352;34;23 19 11;37 58 56;65;35;MEGARA CITY
202-10-15000-40351;AA0354;34;23 19 11;37 58 56;65;35;MEGARA CITY
202-10-15000-50351;AA0355;34;23 19 11;37 58 56;65;35;MEGARA CITY
202-10-10100-10361;AA0361;34;23 51 07;37 57 10;65;35;PAIANIA
202-10-10100-20361;AA0362;34;23 51 07;37 57 10;65;35;PAIANIA
202-10-10100-30361;AA0363;34;23 51 07;37 57 10;65;35;PAIANIA
202-10-15000-10371;AA0371;34;23 08 00;37 55 23;65;35;AG. THEODOROI
202-10-15000-20371;AA0372;34;23 08 00;37 55 23;65;35;AG. THEODOROI
202-10-15000-30371;AA0373;34;23 08 00;37 55 23;86;35;AG. THEODOROI
202-10-15000-40371;AA0374;34;23 08 00;37 55 23;65;35;AG. THEODOROI
202-10-15000-50371;AA0375;34;23 08 00;37 55 23;65;35;AG. THEODOROI
202-10-15000-60371;AA0376;34;23 08 00;37 55 23;86;35;AG. THEODOROI
202-10-14200-10381;AA0381;34;23 50 09;38 07 43;65;35;KRIONERI
202-10-14200-20381;AA0382;34;23 50 09;38 07 43;65;35;KRIONERI
202-10-14200-30381;AA0383;34;23 50 09;38 07 43;65;35;KRIONERI
202-10-14200-40381;AA0384;34;23 50 09;38 07 43;65;35;KRIONERI
202-10-15000-40391;AA0394;34;23 25 43;37 44 49;67;35;AIGINA CITY
202-10-15000-50391;AA0395;34;23 25 43;37 44 49;67;35;AIGINA CITY
202-10-15000-60391;AA0396;34;23 25 43;37 44 49;67;35;AIGINA CITY
202-10-10110-10401;AA0401;34;23 59 43;37 57 40;65;35;LOUTSA
202-10-10110-20401;AA0402;34;23 59 43;37 57 40;65;35;LOUTSA
202-10-10110-20411;AA0412;34;24 00 26;38 01 16;65;35;RAFINA CITY
202-10-10110-30411;AA0413;34;24 00 26;38 01 16;65;35;RAFINA CITY
202-10-10110-00407;AA0414;34;24 00 26;38 01 16;65;35;RAFINA CITY
202-10-15000-10421;AA0421;34;23 36 20;38 01 02;65;35;SKARAMAGAS
202-10-15000-20421;AA0422;34;23 36 20;38 01 02;65;35;SKARAMAGAS
202-10-15000-40421;AA0424;34;23 36 20;38 01 02;65;35;SKARAMAGAS
202-10-10100-10431;AA0431;34;23 53 46;37 47 14;90;35;LAGONISI
202-10-10100-20431;AA0432;34;23 53 46;37 47 14;90;35;LAGONISI
202-10-10100-00475;AA0434;34;23 53 46;37 47 14;66;35;LAGONISI
202-10-10100-00476;AA0435;34;23 53 46;37 47 14;66;35;LAGONISI
202-10-10100-00477;AA0436;34;23 53 46;37 47 14;66;35;LAGONISI
202-10-10100-10441;AA0441;34;23 55 57;37 55 09;65;35;AIA BLD 11
202-10-10100-20441;AA0442;34;23 55 57;37 55 09;65;35;AIA BLD 11
202-10-10100-30441;AA0443;34;23 55 57;37 55 09;65;35;AIA BLD 11
202-10-10100-00408;AA0444;34;23 55 57;37 55 09;65;35;AIA BLD 11
202-10-10100-00409;AA0446;34;23 55 57;37 55 09;65;35;AIA BLD 11
202-10-15000-10461;AA0461;34;23 35 12;38 03 01;65;35;ASPROPIRGOS CITY
202-10-15000-20461;AA0462;34;23 35 12;38 03 01;65;35;ASPROPIRGOS CITY
202-10-15000-30461;AA0463;34;23 35 12;38 03 01;65;35;ASPROPIRGOS CITY
202-10-10100-10471;AA0471;34;23 56 38;37 55 50;65;35;AIA SATELLITE BLD OUTDOOR
202-10-10100-20471;AA0472;34;23 56 38;37 55 50;65;35;AIA SATELLITE BLD OUTDOOR
202-10-10100-00410;AA0474;34;23 56 38;37 55 50;65;35;AIA SATELLITE BLD OUTDOOR
202-10-10110-10481;AA0481;34;23 58 59;38 02 42;66;35;MATI
202-10-10110-20481;AA0482;34;23 58 59;38 02 42;66;35;MATI
202-10-10110-30481;AA0483;34;23 58 59;38 02 42;66;35;MATI
202-10-10110-00415;AA0484;34;23 58 59;38 02 42;66;35;MATI
202-10-10110-00416;AA0485;34;23 58 59;38 02 42;66;35;MATI
202-10-10110-00417;AA0486;34;23 58 59;38 02 42;66;35;MATI
202-10-10100-10501;AA0501;34;23 56 35;37 55 52;0;35;SATELITE INDOOR
202-10-10100-40501;AA0504;34;23 56 35;37 55 52;0;35;SATELITE INDOOR
202-10-10100-10511;AA0511;34;23 56 32;37 56 22;0;35;MAIN TERMINAL BUILDING 11
202-10-10100-40521;AA0524;34;23 56 32;37 56 22;0;35;MAIN TERMINAL BUILDING 12
202-10-10100-40531;AA0534;34;23 56 27;37 56 16;0;35;MAIN TERMINAL BUILDING 23
202-10-10100-40541;AA0544;34;23 56 32;37 56 22;0;35;MAIN TERMINAL BUILDING 14
202-10-10100-40551;AA0554;34;23 56 32;37 56 22;0;35;MAIN TERMINAL BUILDING 15
202-10-10100-40561;AA0564;34;23 56 27;37 56 16;0;35;MAIN TERMINAL BUILDING 26
202-10-10100-40571;AA0574;34;23 56 27;37 56 16;0;35;MAIN TERMINAL BUILDING 27
202-10-15000-10581;AA0581;34;23 37 56;38 03 25;60;35;ASPROPIRGOS INDUSTRIAL
202-10-15000-20581;AA0582;34;23 37 56;38 03 25;66;35;ASPROPIRGOS INDUSTRIAL
202-10-15000-40581;AA0584;34;23 37 56;38 03 25;60;35;ASPROPIRGOS INDUSTRIAL
202-10-15000-50581;AA0585;34;23 37 56;38 03 25;66;35;ASPROPIRGOS INDUSTRIAL
202-10-10100-40591;AA0594;34;23 52 59;38 00 14;60;35;PALLINI CITY
202-10-10100-50591;AA0595;34;23 52 59;38 00 14;67;35;PALLINI CITY
202-10-10100-60591;AA0596;34;23 52 59;38 00 14;67;35;PALLINI CITY
202-10-10110-10601;AA0601;34;23 59 58;37 56 11;65;35;VRAVRONA CITY
202-10-10110-20601;AA0602;34;23 59 58;37 56 11;65;35;VRAVRONA CITY
202-10-10110-50604;AA0605;34;23 59 58;37 56 11;65;35;VRAVRONA CITY
202-10-15000-10611;AA0611;34;23 25 29;38 01 09;65;35;MEGALO PEFKO
202-10-15000-20611;AA0612;34;23 25 29;38 01 09;65;35;MEGALO PEFKO
202-10-15000-30611;AA0613;34;23 25 29;38 01 09;65;35;MEGALO PEFKO
202-10-10110-10621;AA0621;34;23 56 52;38 12 57;65;35;VARNAVAS
202-10-10100-10631;AA0631;34;23 56 05;38 01 51;65;35;PIKERMI
202-10-10100-20631;AA0632;34;23 56 05;38 01 51;65;35;PIKERMI
202-10-10100-10641;AA0641;34;23 52 30;37 56 25;65;35;INTRAKOM A5
202-10-10100-20641;AA0642;34;23 52 30;37 56 25;65;35;INTRAKOM A5
202-10-10100-30641;AA0643;34;23 52 30;37 56 25;65;35;INTRAKOM A5
202-10-10100-00418;AA0646;34;23 52 30;37 56 25;65;35;INTRAKOM A5
202-10-10500-40651;AA0654;34;23 35 57;37 58 55;65;35;SCHISTO INDUSTRIAL
202-10-10500-50651;AA0655;34;23 35 57;37 58 55;65;35;SCHISTO INDUSTRIAL
202-10-10500-60651;AA0656;34;23 35 57;37 58 55;65;35;SCHISTO INDUSTRIAL
202-10-15000-10671;AA0671;34;23 32 10;38 02 53;65;35;ELEFSINA CITY
202-10-15000-20671;AA0672;34;23 32 10;38 02 53;65;35;ELEFSINA CITY
202-10-15000-30671;AA0673;34;23 32 10;38 02 53;65;35;ELEFSINA CITY
202-10-15000-10681;AA0681;34;23 31 06;38 04 43;65;35;MAGOULA
202-10-15000-20681;AA0682;34;23 31 06;38 04 43;65;35;MAGOULA
202-10-15000-30681;AA0683;34;23 31 06;38 04 43;65;35;MAGOULA
202-10-10100-10691;AA0691;34;23 58 13;37 52 35;66;35;IPPODROMOS MARKOPOULO
202-10-10100-20691;AA0692;34;23 58 13;37 52 35;66;35;IPPODROMOS MARKOPOULO
202-10-10100-30691;AA0693;34;23 58 13;37 52 35;66;35;IPPODROMOS MARKOPOULO
202-10-14200-10701;AA0701;34;23 53 18;38 06 25;65;35;DIONISOS 2
202-10-14200-20701;AA0702;34;23 53 18;38 06 25;65;35;DIONISOS 2
202-10-15000-10711;AA0711;34;23 31 44;38 04 15;65;35;THRIASIO
202-10-15000-20711;AA0712;34;23 31 44;38 04 15;65;35;THRIASIO
202-10-15000-30711;AA0713;34;23 31 44;38 04 15;65;35;THRIASIO
202-10-15000-40711;AA0714;34;23 31 44;38 04 15;65;35;THRIASIO
202-10-10300-40721;AA0724;34;23 47 09;38 18 59;65;35;KAMBOS OROPOU
202-10-10300-50721;AA0725;34;23 47 09;38 18 59;65;35;KAMBOS OROPOU
202-10-10100-10731;AA0731;34;23 51 27;37 59 06;65;35;PALLINI 2
202-10-10100-20731;AA0732;34;23 51 27;37 59 06;65;35;PALLINI 2
202-10-10100-30731;AA0733;34;23 51 27;37 59 06;65;35;PALLINI 2
202-10-10100-00419;AA0735;34;23 51 27;37 59 06;65;35;PALLINI 2
202-10-10100-00420;AA0736;34;23 51 27;37 59 06;65;35;PALLINI 2
202-10-10110-40741;AA0744;34;23 51 16;38 13 56;65;35;POLIDENDRI
202-10-10110-50741;AA0745;34;23 51 16;38 13 56;65;35;POLIDENDRI
202-10-10110-60741;AA0746;34;23 51 16;38 13 56;65;35;POLIDENDRI
202-10-15000-40751;AA0754;34;23 30 30;37 55 15;65;35;SELINIA
202-10-15000-50751;AA0755;34;23 30 30;37 55 15;65;35;SELINIA
202-10-10100-10761;AA0761;34;23 57 48;37 47 35;66;35;KERATEA CITY
202-10-10100-00486;AA0764;34;23 57 48;37 47 35;66;35;KERATEA CITY
202-10-10100-10771;AA0771;34;23 52 49;37 58 18;65;36;ERICSSON PEANIA
202-10-10100-20771;AA0772;34;23 52 49;37 58 18;65;35;ERICSSON PEANIA
202-10-10100-00007;AA0774;34;23 52 49;37 58 18;65;35;ERICSSON PEANIA
202-10-10100-00422;AA0775;34;23 52 49;37 58 18;65;35;ERICSSON PEANIA
202-10-15000-40781;AA0784;34;23 35 18;38 02 12;66;35;VIOHALKO SIDENOR ASPROPIRGOS
202-10-15000-50781;AA0785;34;23 35 18;38 02 12;66;35;VIOHALKO SIDENOR ASPROPIRGOS
202-10-15000-60781;AA0786;34;23 35 18;38 02 12;60;35;VIOHALKO SIDENOR ASPROPIRGOS
202-10-15000-10791;AA0791;34;23 30 01;37 57 25;65;35;SALAMINA CITY
202-10-15000-20791;AA0792;34;23 30 01;37 57 25;65;35;SALAMINA CITY
202-10-15000-30791;AA0793;34;23 30 01;37 57 25;65;35;SALAMINA CITY
202-10-10110-10801;AA0801;34;23 59 52;37 59 15;65;35;LOUTSA 4
202-10-10110-20801;AA0802;34;23 59 52;37 59 15;65;35;LOUTSA 4
202-10-10110-30801;AA0803;34;23 59 52;37 59 15;65;35;LOUTSA 4
202-10-10100-40821;AA0824;34;23 52 29;37 54 39;65;35;KOROPI 3
202-10-10100-50821;AA0825;34;23 52 29;37 54 39;65;35;KOROPI 3
202-10-10100-60821;AA0826;34;23 52 29;37 54 39;65;35;KOROPI 3
202-10-15000-10831;AA0831;34;23 18 54;38 00 22;65;35;MEGARA 2
202-10-15000-20831;AA0832;34;23 18 54;38 00 22;65;35;MEGARA 2
202-10-15000-40831;AA0834;34;23 18 54;38 00 22;65;35;MEGARA 2
202-10-10100-10841;AA0841;34;23 53 31;37 50 15;65;35;KALIVIA THORIKOU
202-10-10100-20841;AA0842;34;23 53 31;37 50 15;65;35;KALIVIA THORIKOU
202-10-10100-40851;AA0854;34;23 52 22;37 53 59;65;35;KOROPI CENTER
202-10-10100-50851;AA0855;34;23 52 22;37 53 59;65;35;KOROPI CENTER
202-10-10100-60851;AA0856;34;23 52 22;37 53 59;65;35;KOROPI CENTER
202-10-15000-10871;AA0874;34;23 33 41;38 06 57;65;35;PAPASTRATOS
202-10-15000-10872;AA0875;34;23 33 41;38 06 57;65;35;PAPASTRATOS
202-10-15000-12881;AA0884;34;23 30 13;37 57 52;67;35;IPPOKRATOUS SALAMINA (V)
202-10-15000-12882;AA0885;34;23 30 13;37 57 52;67;35;IPPOKRATOUS SALAMINA (V)
202-10-15000-12883;AA0886;34;23 30 13;37 57 52;67;35;IPPOKRATOUS SALAMINA (V)
202-10-15000-40901;AA0904;34;23 27 04;37 45 46;65;35;KIPSELI AEGINA
202-10-15000-50901;AA0905;34;23 27 04;37 45 46;65;35;KIPSELI AEGINA
202-10-15000-60901;AA0906;34;23 27 04;37 45 46;65;35;KIPSELI AEGINA
202-10-10100-21091;AA1092;34;23 54 18;37 52 05;65;35;MARKOPOULO OLYMPIC SHOOTING
202-10-10100-00453;AA1094;34;23 54 18;37 52 05;65;35;MARKOPOULO OLYMPIC SHOOTING
202-10-10100-61091;AA1096;34;23 54 18;37 52 05;65;35;MARKOPOULO OLYMPIC SHOOTING
202-10-10110-41121;AA1124;34;23 58 59;38 05 08;66;35;N. MAKRI 1
202-10-10110-51121;AA1125;34;23 58 59;38 05 08;66;35;N. MAKRI 1
202-10-10110-61121;AA1126;34;23 58 59;38 05 08;66;35;N. MAKRI 1
202-10-10110-11151;AA1151;34;24 00 44;38 08 26;65;35;SHINIAS OLYMPIC ROWING CENTER
202-10-10110-21151;AA1152;34;24 00 44;38 08 26;65;35;SHINIAS OLYMPIC ROWING CENTER
202-10-10110-31151;AA1153;34;24 00 44;38 08 26;65;35;SHINIAS OLYMPIC ROWING CENTER
202-10-10110-11161;AA1161;34;23 58 36;38 09 11;65;35;SHINIAS
202-10-10110-21161;AA1162;34;23 58 36;38 09 11;65;35;SHINIAS
202-10-10110-31161;AA1163;34;23 58 36;38 09 11;66;35;SHINIAS
202-10-10110-00423;AA1164;34;23 58 36;38 09 11;65;35;SHINIAS
202-10-10110-00424;AA1165;34;23 58 36;38 09 11;65;35;SHINIAS
202-10-10110-00425;AA1166;34;23 58 36;38 09 11;66;35;SHINIAS
202-10-10100-11171;AA1171;34;23 52 12;37 52 26;65;35;KOROPI 2
202-10-10100-21171;AA1172;34;23 52 12;37 52 26;65;35;KOROPI 2
202-10-10100-31171;AA1173;34;23 52 12;37 52 26;65;35;KOROPI 2
202-10-10100-00478;AA1174;34;23 52 12;37 52 26;65;35;KOROPI 2
202-10-10100-00479;AA1175;34;23 52 12;37 52 26;65;35;KOROPI 2
202-10-10100-00480;AA1176;34;23 52 12;37 52 26;65;35;KOROPI 2
202-10-10110-11181;AA1181;34;24 00 36;37 56 21;65;35;VRAVRONA CITY 2
202-10-10110-21181;AA1182;34;24 00 36;37 56 21;65;35;VRAVRONA CITY 2
202-10-10110-31181;AA1183;34;24 00 36;37 56 21;65;35;VRAVRONA CITY 2
202-10-10100-41191;AA1194;34;23 50 57;37 51 50;65;35;VARIS KOROPIOU
202-10-10100-51191;AA1195;34;23 50 57;37 51 50;65;35;VARIS KOROPIOU
202-10-10100-61191;AA1196;34;23 50 57;37 51 50;65;35;VARIS KOROPIOU
202-10-10110-41271;AA1274;34;23 59 34;38 00 47;67;35;RAFINA 7
202-10-10110-51271;AA1275;34;23 59 34;38 00 47;67;35;RAFINA 7
202-10-10110-61271;AA1276;34;23 59 34;38 00 47;67;35;RAFINA 7
202-10-10110-11281;AA1281;34;23 59 14;38 01 20;65;35;RAFINA 4
202-10-10110-21281;AA1282;34;23 59 14;38 01 20;65;35;RAFINA 4
202-10-10100-41291;AA1294;34;23 52 16;37 55 35;66;35;KOROPI KARELLAS
202-10-10100-51291;AA1295;34;23 52 16;37 55 35;66;35;KOROPI KARELLAS
202-10-10100-61291;AA1296;34;23 52 16;37 55 35;66;35;KOROPI KARELLAS
202-10-10300-11301;AA1301;34;23 47 35;38 19 06;67;35;SKALA OROPOU
202-10-10300-21301;AA1302;34;23 47 35;38 19 06;67;35;SKALA OROPOU
202-10-10300-31301;AA1303;34;23 47 35;38 19 06;67;35;SKALA OROPOU
202-10-15000-10908;AA1311;34;23 17 29;37 58 29;32;35;KAKIA SKALA 1
202-10-15000-10908;AA1311b;34;23 17 29;37 58 29;32;35;KAKIA SKALA 1
202-10-15000-12347;AA1324;34;23 25 19;38 00 10;66;35;NEA PERAMOS
202-10-15000-12348;AA1325;34;23 25 19;38 00 10;66;35;NEA PERAMOS
202-10-15000-12349;AA1326;34;23 25 19;38 00 10;66;35;NEA PERAMOS
202-10-15000-12361;AA1331;34;23 17 07;37 58 37;32;35;KAKIA SKALA 2
202-10-15000-12361;AA1331b;34;23 17 07;37 58 37;32;35;KAKIA SKALA 2
202-10-15000-12365;AA1341;34;23 15 59;37 58 45;32;35;KAKIA SKALA 3
202-10-15000-12366;AA1342;34;23 15 59;37 58 45;66;35;KAKIA SKALA 3
202-10-15000-12366;AA1342b;34;23 15 59;37 58 45;66;35;KAKIA SKALA 3
202-10-15000-12367;AA1351;34;23 14 59;37 58 40;32;35;KAKIA SKALA 4
202-10-15000-12368;AA1361;34;23 14 11;37 58 37;32;35;KAKIA SKALA 5
202-10-15000-12369;AA1362;34;23 14 11;37 58 37;66;35;KAKIA SKALA 5
202-10-15000-61616;AA1371;34;23 35 48;38 03 23;65;35;ASPROPIRGOS CITY 3
202-10-15000-61617;AA1372;34;23 35 48;38 03 23;65;35;ASPROPIRGOS CITY 3
202-10-15000-61618;AA1373;34;23 35 48;38 03 23;65;35;ASPROPIRGOS CITY 3
202-10-10110-41381;AA1384;34;23 58 22;38 04 59;66;35;NEA MAKRI 2
